95394159,95182783,96652203,81978439,93432610,96004025,96003643,98303091,80904988,84392701,88931330,89028408,93612319,11594173,67214272,85843355,86893624,91807664,56049063,5671957,1
98800745,9855175,8764563,95294974,9886689,99917533,99917513,98480524,94746449,99824874,99046630,99054008,100000000,16872651,97981729,98660410,9069139,99879661,85738683,100000000,0
79720061,79682837,79157338,59937504,49163947,82727606,82726279,83585133,49685108,46888199,84690002,84825759,82816763,13037538,57778828,81634838,82998076,83901590,57919630,55212223,0
93688075,93495872,94090926,7672900,87663936,92354165,92353342,94786428,63134737,71475341,91318763,9131191,93118375,14440749,72727628,83737697,84944716,88796450,59020143,58414527,1
100000000,99737560,99517260,91530404,10471033,98447997,98447679,99247837,80930699,92157409,92468368,92533954,93159608,13023438,74272977,84374045,85533422,89218431,54002904,58933679,1
84566220,84474976,82135170,64168126,59965488,85927262,85926455,7558488,67174946,-2585081,86279945,86401282,84094138,12912265,5537945,86308885,87325061,86748306,65827652,64617995,0
84876200,84781347,80175485,62366677,58919138,88846241,88845331,84210181,61767117,60302565,90391286,90476169,7565303,14864996,70475400,88205367,89080854,85990954,71253750,68088249,0
8641914,93968772,93127152,88368241,87905871,95144748,95144448,94632359,83147297,-8079155,98307105,98322447,94752430,24690226,95121661,95459076,95796278,97087817,94788953,89546126,0
97664997,974284,97398084,85398223,9387828,95371966,95371551,96436084,78005261,81111888,90206500,90292509,91013497,12844646,69121449,83541423,84762503,88934287,50798786,57407343,1
91857362,91685377,90866061,78870498,81261937,92844773,92843957,93756200,62981353,72042972,92485745,92551763,93003689,14658130,75786781,87381253,88317676,90671377,63445815,65351503,0
96785101,96558374,96321781,87408947,9267162,96265353,96264836,96753483,74067452,84176874,92062043,92131426,93018211,13533941,74402737,483399,86825966,8139457,58510487,62110800,1
80905426,80854645,78653690,4862277,51291052,82802175,82800918,7384805,51611687,47481512,85098476,8514695,82900439,11773658,58679262,87149090,88102745,85241815,64602636,65426329,0
93535799,93345093,93285763,7182405,84240752,8484604,93254069,93664375,69699456,73146067,90262371,90347992,8248884,13366076,69439560,83373114,84607102,87347625,57052420,57525825,1
94051817,93855279,94370821,7019339,85822447,8456350,92971505,94648302,69137324,72811688,89707041,89797554,91029461,12845977,68651813,83058477,84315594,87741842,52992053,57115614,1
94528426,94326483,95861138,76923665,90263390,91771364,91770631,96019992,67418334,69517909,86838612,86953905,91419303,100000000,61708446,83061836,84318447,89822672,49249309,56516719,1
97223107,96991414,93456109,86124091,99824672,96648829,96648380,95479338,76719525,84112334,91054431,91132901,90477571,13418079,71251336,82988112,84250347,86776200,51928759,56572347,1
96772608,96546035,98588957,86366061,9221716,96505955,96505364,98701819,71515006,85284504,8493197,93196999,94281845,14101756,7083047,86603318,87597128,92080737,55794976,63533073,1
93546227,93355414,8498987,79697510,7569948,93483253,93482710,95228768,73273025,73514979,89134877,89230397,91251045,12607302,66965098,84812775,85939878,88836069,59726313,60215394,1
96092384,95873432,93972666,88795956,94614670,95598162,95597898,95541861,88344609,82085777,97882092,97900803,94962872,2028070,94133061,95510889,95844341,96153810,96172153,89876464,0
95006951,94800195,93535298,90781255,91674311,95766435,8732175,94961843,86767690,83249425,98735602,98746896,94832642,23053288,96557471,93540555,94019956,95572559,86231474,84521508,0
96234754,96014269,95616247,88798953,97326641,95547206,95546556,96234803,67534109,81208821,93608486,93664332,94232990,14601734,79699121,89718982,90481737,92532331,65759982,70548930,1
97446584,97212507,96343373,87812049,9407120,95501455,95501086,96254950,80923976,80269422,88219788,88323323,90469703,11985819,64402914,82245361,83562744,88761067,51511784,55564905,1
94078889,9388214,94610795,79691060,88160430,92450946,92450427,94610695,74497363,70914562,89144245,8915653,90518876,12716836,66870877,82565224,83859030,87743210,4711021,55944290,1
91267976,91102262,91714793,72549090,7087848,91297531,91296603,93762811,61033361,67097679,89235826,89330487,90670908,12812508,67003714,148502,7565760,86286751,53784181,55896207,1
93063386,928781,95351112,81508169,84191384,91476510,91475610,94794120,60097017,69116605,90499812,90583587,92953266,14168523,70638078,82743672,84024438,89561371,55556949,56672503,1
94331347,94131969,93064470,85889388,8010383,93454079,93453684,94781044,84181244,75681818,94365987,94415581,8628075,1691634,83527602,1288461,94279322,96187541,83585530,84160373,0
94334886,94135688,96784813,89248746,90888897,93156716,93156058,95738174,67848655,75451997,94231829,94282480,96327017,16367283,80888897,87189802,88140483,93534798,63921176,64995697,0
94576798,94374780,95266014,86930958,91371378,94597845,94597361,96584038,73620050,80199897,92991115,9296961,42596,1480482,78170194,85029266,86140171,88481980,57529005,5541538,1
91386938,91220268,0,80835243,78994681,90320993,90319938,92319133,59130348,65926877,89536335,89628468,89832908,13772983,68005844,84560275,85705971,88457460,57379903,59321768,1
95046466,94838866,95447465,79413347,91226884,94674814,94674069,96939626,65710486,79022168,89986981,90074479,8458525,11741812,68993329,330764,85412567,89186693,51836158,5363964,1
97671732,97435065,99250185,7765852,9328121,96744921,96744606,98891319,81655760,86074504,90443407,90527012,92876558,12177566,69635473,320599,85318353,90177963,48937196,58595452,1
95784314,95568918,8807424,89987253,97944786,93203830,93203025,95841182,66992746,77907225,91124496,91202322,92840164,13725865,73134970,267776,84829647,88987182,54281349,58116580,1
97407152,97173646,97828562,89805297,9505427,97758102,97757725,99644024,79267791,89935579,91994385,92064300,94153998,13454494,73501548,83508565,84732124,89523203,52730908,57747972,1
95225522,9501605,95522559,7499882,93503906,94587362,94586977,8756740,78651601,79635067,89157481,89252854,90418642,12890894,67169734,83573174,84791884,88287881,51672554,57963030,1
97372185,97139014,97759931,89669246,9496752,98308695,98308429,98776676,81775249,93121656,94563359,94611020,94204432,16363074,81834534,87081783,88040177,90818744,59112136,5949977,1
92659292,92478480,8437898,81729259,83616682,8621133,94619215,8684291,65407453,78685085,94381439,94430605,93624524,1450820,81786739,87389117,88324662,90149750,5454601,66207243,1
96487622,96264104,95923941,84713402,9145192,97948258,97948017,98051368,84923425,94015499,93078854,93139405,93602859,1373163,77256096,85787716,7877410,89669563,56577598,62014737,1
8392573,91502766,8404533,76559727,80209979,93547506,93547123,94679184,81148349,74588033,90062793,90150327,90906858,0,68737864,85123599,86227417,88340789,56880338,61075053,1
9049520,9799976,97433434,99304597,9862458,95422023,8697719,94979161,1295184,173661,96587251,96617532,94284435,19985993,88526224,88534267,89384933,91475791,65043559,68409090,1
92636985,92456341,91788069,80320747,7495148,0,92493974,93857748,65750307,71712011,90912331,90992326,90810693,14275245,71414950,84837117,85962192,87581385,57041163,60304191,1
97267689,97035636,94033513,89715210,9310417,95238013,95237473,95507390,76843716,81240485,91929870,92000702,91279203,14620695,73778430,84080485,85261721,87112429,55635376,0,1
93285933,93098227,93459677,84368112,86258245,92473995,92473180,94317325,63844923,71964928,93420126,93477993,8564891,16315638,78973129,86519164,87519254,89597095,58989690,64225280,1
91618963,91449779,91404472,81411546,77259946,91413863,91412967,93136074,59217396,66931978,8210065,9030813,90831720,14396044,69182324,83337456,84573805,88270916,52688612,57482356,1
93408402,9321901,94215706,77784204,87916783,94431148,8598636,0,79886393,78834985,93319985,9329539,8580042,15534329,77881661,85612699,86680345,89764223,59388095,61819887,1
96763164,96536763,96361929,88814652,97967600,94228473,94227794,95032379,67978401,76561664,8124634,89544417,0,13467454,67489205,83156726,84406378,87132054,51940910,57200716,1
8311197,906979,92634885,72281966,78704215,90142878,90142039,93170037,65452553,65432307,87419306,87530375,88505943,12942055,63021138,81896515,83239652,86735355,49430426,55233904,1
112222,96216954,49507,84518380,96596107,95880050,95879639,96502468,75809092,50078,90116034,90203063,8192678,13714222,68645663,83274316,84515253,0,52116182,57487187,1
95958245,95740858,94845725,90288750,98303335,93564822,93564256,93521860,74154620,-240632,91557718,91632210,89686363,15573340,73098892,84406214,85563109,88083586,54774762,59568730,1
97470753,97236413,42604,88949522,9556262,97351481,97351114,96631286,82052246,89371850,94207420,94257942,92535528,15479460,80930110,86655090,87644925,89287868,5200413,64283772,1
93600602,93409509,91442760,89077454,85989843,94270417,94269819,93771100,661302,77196724,97693996,97714066,96314093,19031549,8632369,96694236,96939380,97937900,85121852,8855896,0
97708670,97471783,96568289,90947956,9464580,97729206,97729280,96211117,3443364,90371433,92875454,92938369,91111350,16553512,69241,87216190,88164972,88845111,67323961,65056470,1
94045959,93850052,92856955,93003971,88780991,8547959,93887824,94089269,79270802,77582203,96365295,96397557,95218986,20156602,90515105,1325948,94626442,96408221,84172084,86785037,0
92718780,92537415,91664311,85921292,83491375,94340599,94340206,93418972,79783620,78578402,96154764,96188426,95085791,18115516,88384179,93220896,93723730,95363004,76901599,83897880,0
8524132,92803946,92730487,83653191,84402030,93947749,93947567,8572276,90896866,78084715,8649027,94742323,94160318,18369252,7781617,91518152,92147434,94697561,73945107,7267898,0
93476970,93287061,91749148,84559501,7629910,94624391,94624063,94534822,81802383,77427043,96476695,96507637,95051046,18227505,87177771,95362359,95706248,8929765,7305473,86922632,0
94389832,9418969,93660370,84975644,6215,95653243,95652955,96408728,85377990,82907555,97546089,97567440,8879601,18733155,92702903,95966594,96265596,98168494,81320398,90960396,0
97177480,96946641,94884164,94516412,99054380,99443183,99443190,97159191,92816349,95277599,100000000,100000000,96757932,22868987,100000000,96300633,96575050,98125550,86683326,91069202,0
95325701,95115769,8598533,100000000,8485601,95353653,95353404,95195968,80562929,81123316,96701183,96730648,95558188,21335502,91196347,96419467,96685159,98828187,88529113,94184104,0
95655254,95441180,93219643,88645901,91803785,93375455,8493033,94122783,879585,74786906,95991769,96027035,93642285,19204318,86661480,94978888,8728354,95574538,8287314,86576646,0
95736384,95521300,94535418,86870954,95766788,96674042,96673849,96572355,89287792,87539733,97899163,97917567,96821141,19434618,94659974,96467815,96729680,98329765,81101328,92670611,0
93435533,93245874,95043946,79246563,87858379,94086366,94085917,96956188,78498912,77971745,8492680,93192460,94486601,16371760,78262297,87370404,88307323,8511619,58834518,65520599,1
7282692,80527353,79787508,5506738,50526425,83357229,83356339,83366311,62714500,48246629,84069904,84211763,7548069,14747047,56814971,83487183,7664494,85898361,61753023,58465329,0
84994517,8489893,82771239,72748392,62123694,87431756,87430900,86177445,62890049,58190140,89251103,89346764,85389114,1573717,68112546,86482021,87485509,86733033,69215633,65171472,0
93889226,93694796,93434903,86513628,0,94364208,94363620,95032017,71519435,77862495,94815255,94860924,94276515,17601944,82727469,88879408,89704109,92679834,60211315,68848274,1
97122024,96891716,94478290,92821682,98310856,96265982,96265734,95819311,88892363,84751517,8774892,95989472,94657404,18723413,87548107,93118049,93628501,95950055,78530294,82925506,0
92278033,9210134,93162013,79747227,84871293,92447029,92446503,8586409,74992959,73236407,89541239,89633798,89549656,14883374,6214773,83839279,85038534,88614825,55458275,58562185,1
78426538,78403911,77183016,62430730,47450220,80862041,7241648,82055216,55383115,44033253,84625769,84762490,81826261,14354499,57638900,84341953,85504272,7693808,63740556,60081581,0
82702982,82633046,7204063,73166665,54467658,84858186,84857061,84054610,55426256,51098218,88221609,88326415,85412561,16702678,65106462,87395157,88330736,88663102,69738017,66916040,0
94109344,93912720,94772412,91169418,91225443,94106159,94105524,96073153,67356410,76938653,95367768,95408595,95970591,17913328,84937980,90376920,91090642,94761126,65292520,72866141,1
96195477,95975432,94087645,90116721,94675329,92970361,92969963,93381983,84411389,74396213,93293207,93352317,92455290,1604925,78712715,93922214,8630550,94612944,90968147,83744370,0
97734419,97497368,98064963,8616928,9551690,98178293,98178017,99139427,80862226,91117179,98658778,98670546,8951162,21418814,94666699,802081,89776668,93411941,73926704,69384922,1
97818114,97580157,97400258,94234643,9771089,97329422,97329158,98008394,2142780,90236658,96108929,96142946,95959439,18141808,86187148,86114119,87144924,91216248,67070523,62993896,1
82335684,82269374,78814238,63977777,53772251,78902587,78901140,80073818,45872111,40937360,81157220,81324926,76930813,13935520,51772554,78562254,80154059,79823659,61218397,50048639,0
96008554,95790367,8479762,84603197,95749860,95132168,95131584,95063129,73125291,81559479,8631917,94572305,93044926,16898560,81617344,88106363,88988995,89507667,6140826,66779505,1
99492130,99235410,94757957,94889565,10261458,99046358,99046217,96304247,93024158,95809730,94398064,9436394,91015335,17054538,80607297,82667028,7588547,85541890,57088708,56065957,1
97059977,96830299,96285271,89671690,9371203,94921548,94920914,96919141,72006198,81453613,95322932,95363637,96099850,1488014,85143240,87306631,8018059,92260049,64928106,66125682,1
95610952,95397264,92878119,85713465,93034946,95149874,95149305,93904905,71483085,79344060,94181027,94232463,92052721,17985039,79946845,85874454,86922828,88616663,63616689,62125460,1
96557571,96333450,8727550,88160718,99900330,95209558,95209239,95665217,82881580,80857106,93665311,93720720,94472061,15168546,79447154,85385701,7840244,89656566,5896966,61638560,1
84795707,84701643,80251887,60965200,58500874,82491504,7404599,82080226,57015890,46670340,83052975,83203588,79260945,13528405,54726110,82120944,83448200,81340422,61414883,55340533,1
95856580,95640196,96325207,85643027,8902049,96905609,8846103,8813835,90338755,88459129,92471149,92537472,92433665,15960733,75663063,83854254,85052716,89209987,0,58419428,1
94751039,94546913,92938145,84810145,90100321,8448114,0,93532869,66183230,74069513,90776068,899415,89902738,15281081,6485612,85128817,86232452,88593257,60769210,61114021,1
0,85119057,79984720,64194762,59229166,7420370,82611230,81970176,56891953,47201542,83794931,83938740,79975396,13172776,56111230,83127629,84380170,82035669,64459945,57715702,0
80628501,80580884,78001174,57075564,4240221,80076871,7163109,81381614,48468185,42653455,82296847,82454257,78191872,13471583,53403848,0,82351556,80623206,5684055,53576704,0
98368103,98123858,8802470,90783483,9486356,95848232,95847829,95705955,77489348,7541,94168924,94220240,93128623,17121681,79083122,82339610,83650869,85933982,64916399,55592775,1
97701397,97464463,95583148,88099882,9365690,93443183,93442459,94751361,68891264,76264821,89389949,89483454,89155129,13656921,6143878,81533507,82904201,85500972,56061427,54445018,1
97187396,96956124,97496992,84398972,8998533,93839356,93838895,95406703,77043271,76115452,8345511,91733681,92806626,14799696,73328628,83839132,85038753,88133902,61139262,58434706,1
96986172,96757192,97190223,7917463,9213534,92545118,92544308,97296297,64657867,74174641,89489554,89581641,94484610,11870653,68674710,82850525,84123331,8001951,56803408,56353735,1
93639936,93448029,93139346,79265304,86724989,93165233,93164386,94647986,0,73665950,93078559,93139468,92905797,16169905,7139003,86150675,87178388,89017721,62708268,62828172,0
97601795,9736597,97088016,87385390,142215,95373351,95372893,96333405,77161155,82184219,90931833,9092850,90858375,14699522,70990663,81008358,82418088,85316735,55975819,53439605,1
90779270,90619030,89471953,72984498,75731915,87922973,87921850,90472872,56202903,58866941,86351695,86472212,87374446,12373564,60854793,78966816,80527777,7670034,49460294,4499453,1
97786628,97548973,98155186,92695703,9545554,96338804,96338269,98540865,73997216,85304240,92895788,92958061,95337207,15464972,77142037,85847357,86897476,91086098,58722792,61898218,1
94576813,943746,93221980,85115876,89954409,91321407,91320577,93526330,67233469,70016772,89496189,89588379,91378650,13272467,68950357,80824262,82247877,85936021,59474879,53536572,1
92063351,91888926,91678425,76274369,81283278,90663672,90662686,93070664,61287775,68199429,89994403,90082671,89883369,14945589,69880686,82459661,83761578,86013048,60193086,56371294,1
93829140,93635137,93350702,0,87075571,92503371,92502575,95278941,65128037,72478936,0,90342266,92607030,13095790,70767797,86488509,87491425,88905276,67686031,64922909,1
